id,source,record_type,degree_injury_cd,degree_injury,date,year,mine_id,coal_metal,subunit,classification,accident_type,activity,injury_source,nature_injury,body_part,days_lost,no_injuries,mining_equipment,is_oilgas,oilgas_score,oilgas_terms,actual_injury,actual_fatality,narrative,narrative_words,text,is_duplicate,duplicate_of,dup_kind,duplicate_ids,split_hint
msha_002065,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2012-04-19,2012,3800600,M,"STRIP, QUARY, OPEN PIT",MACHINERY,"Caught in, under or between a moving and a stationary object",Handling supplies or material,SURFACE MINING MACHINES,AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,22,1,"Carriage-mounted drills, Rail, Rubber-tired, Jumbo, Air-track drill",True,3,"[""drill rig"", ""casing""]",True,False,"Employee was working on a exploration drill rig. He was steadying the lower end of a piece of drill casing as it was being threaded to casing that was already installed in drill hole. As it was being lifted into place, the employees right hand got mashed between two pieces of casing. He sustained a laceration, fracture and partial amputation to his right pinky finger.",65,"Employee was working on a exploration drill rig. He was steadying the lower end of a piece of drill casing as it was being threaded to casing that was already installed in drill hole. As it was being lifted into place, the employees right hand got mashed between two pieces of casing. He sustained a laceration, fracture and partial amputation to his right pinky finger.",False,,,,train_candidate
msha_002066,msha,no_injury_event,00,ACCIDENT ONLY,2025-08-27,2025,4003159,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Smoke was observed coming from the surge tunnel. The fire department was dispatched.,13,Smoke was observed coming from the surge tunnel. The fire department was dispatched.,False,,,,train_candidate
msha_002068,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2023-10-09,2023,4100298,M,MILL OPERATION/PREPARATION PLANT,MACHINERY,"Caught in, under or between running or meshing objects",Machine maintenance,"MACHINE-MILL,CLEANING PLT",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,36,1,"Milling machinery, Block press, Ballast machine",False,0,[],True,False,"Production Operator was attempting to clean a rotary valve and failed to properly isolate and lockout the electrical disconnect. The Operator inserted EE's right hand into the running rotary valve, amputating the middle and distal phalanges on EE's index and middle fingers, and partially amputating the distal phalange on EE's thumb.",51,"Production Operator was attempting to clean a rotary valve and failed to properly isolate and lockout the electrical disconnect. The Operator inserted EE's right hand into the running rotary valve, amputating the middle and distal phalanges on EE's index and middle fingers, and partially amputating the distal phalange on EE's thumb.",False,,,,train_candidate
msha_002071,msha,no_injury_event,00,ACCIDENT ONLY,2025-10-03,2025,4102820,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Distribution employees were moving railcars in the Canyon and noticed a grass fire, fire department was called after it started spreading. No injuries and no damage to any equipment. Fire put out in approximately 50-55 minutes",36,"Distribution employees were moving railcars in the Canyon and noticed a grass fire, fire department was called after it started spreading. No injuries and no damage to any equipment. Fire put out in approximately 50-55 minutes",False,,,,train_candidate
msha_002077,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2024-09-16,2024,4202137,M,"STRIP, QUARY, OPEN PIT",MACHINERY,"Caught in, under or between a moving and a stationary object","Surface equipment, NEC","MACHINE,NEC-WELDR,OFC MAC",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,0,1,"Dimension stone machinery, Gangwire saw, Guillotine, Hydrosplit ",False,0,[],True,False,An Employee was working on the back side of the Guillotine when the operator of the Guillotine pushed a slab through. The employee's finger was on equipment and wasn't paying attention when the slab hit EE's hand and severed the top of EE's right ring finger through the glove.,49,An Employee was working on the back side of the Guillotine when the operator of the Guillotine pushed a slab through. The employee's finger was on equipment and wasn't paying attention when the slab hit EE's hand and severed the top of EE's right ring finger through the glove.,False,,,,train_candidate
msha_002088,msha,no_injury_event,00,ACCIDENT ONLY,2021-06-23,2021,4601968,C,SURFACE AT UNDERGROUND,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Conveyor, Belt feeder, Stage loader, Hopper shaker, Belt structure",False,0,[],False,False,"At approximately 10:58 AM the Prep Plant belts were shut down for a maintenance outage. At approximately 11:30 AM, this belt was observed to be on fire approximately 170' from the head roller and was extinguished at approximately 12:00 PM. Through investigation, a hot roller was presumed to cause the conveyor belt to ignite.",54,"At approximately 10:58 AM the Prep Plant belts were shut down for a maintenance outage. At approximately 11:30 AM, this belt was observed to be on fire approximately 170' from the head roller and was extinguished at approximately 12:00 PM. Through investigation, a hot roller was presumed to cause the conveyor belt to ignite.",False,,,,train_candidate
msha_002098,msha,no_injury_event,00,ACCIDENT ONLY,2024-11-26,2024,4800993,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Smoker identified in the Northwest pit. No personnel or resources at risk.,12,Smoker identified in the Northwest pit. No personnel or resources at risk.,False,,,,train_candidate
msha_002104,msha,no_injury_event,00,ACCIDENT ONLY,2020-11-11,2020,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,A planned outage was taken to change a hoist motor. MSHA hotline was notified when the hoist was taken out of service and when placed back into service.,28,A planned outage was taken to change a hoist motor. MSHA hotline was notified when the hoist was taken out of service and when placed back into service.,False,,,,train_candidate
msha_002105,msha,no_injury_event,00,ACCIDENT ONLY,2024-01-18,2024,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"The SP Elevator was taken out of service due to an issue with the pad on the rope gripper. The pad was replaced, the elevator tested, and placed back into service. MSHA was notified by the hotline at the time of the incident.",43,"The SP Elevator was taken out of service due to an issue with the pad on the rope gripper. The pad was replaced, the elevator tested, and placed back into service. MSHA was notified by the hotline at the time of the incident.",False,,,,train_candidate
msha_002106,msha,no_injury_event,00,ACCIDENT ONLY,2024-05-22,2024,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"The SP Elevator was taken out of service due to an issue with the car safety switch. It was found that hammer on the car safety was bent. Repaired the bent hammer, elevator repair company completed all applicable tests, and released the car to be put back in service.",49,"The SP Elevator was taken out of service due to an issue with the car safety switch. It was found that hammer on the car safety was bent. Repaired the bent hammer, elevator repair company completed all applicable tests, and released the car to be put back in service.",False,,,,train_candidate
msha_002114,msha,no_injury_event,00,ACCIDENT ONLY,2020-08-12,2020,0400929,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Scraper loader, Tractor scraper, Pan scraper, Elevating scraper",False,0,[],False,False,"EE loading material, noticed fluid spraying onto windscreen. Stopped machine, did not shut engine off. Called superintendent to notify them. Liquid ignited; EE evacuated machine, ran 20 yards away. Cab was engulfed. EE reported no warning, no problem prior to incident. EE not hurt, was examined. Fire dept. on scene 5-10 min. after called. Investigation being conducted.",57,"EE loading material, noticed fluid spraying onto windscreen. Stopped machine, did not shut engine off. Called superintendent to notify them. Liquid ignited; EE evacuated machine, ran 20 yards away. Cab was engulfed. EE reported no warning, no problem prior to incident. EE not hurt, was examined. Fire dept. on scene 5-10 min. after called. Investigation being conducted.",False,,,,train_candidate
msha_002140,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2024-01-13,2024,1601453,M,DREDGE,HANDLING OF MATERIALS,"Caught in, under or between a moving and a stationary object","Barge, Boat, Dredge","METAL,NEC(PIPE,WIRE,NAIL)",AMPUTATION OR ENUCLEATION,HAND (NOT WRIST OR FINGERS),,1,Dredge,False,0,[],True,False,"Employees were trying to get the cable to the dredge by pulling the rope through the shackle. Coworker 1 gave the green light to coworker 2 to put tension on the rope. As they put tension on the rope, injured employee ran to the front of the boat to get the knot through the shackle. As coworker 1 told them to move their hand, the tension had already pinched their finger.",71,"Employees were trying to get the cable to the dredge by pulling the rope through the shackle. Coworker 1 gave the green light to coworker 2 to put tension on the rope. As they put tension on the rope, injured employee ran to the front of the boat to get the knot through the shackle. As coworker 1 told them to move their hand, the tension had already pinched their finger.",False,,,,train_candidate
msha_002141,msha,fatal,01,FATALITY,2023-06-08,2023,1900290,M,MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,Fall from machine,Machine maintenance,GROUND,MULTIPLE INJURIES,MULTIPLE PARTS (MORE THAN ONE MAJOR),,1,"Conveyor, Belt feeder, Stage loader, Hopper shaker, Belt structure",False,0,[],True,True,"Ee did not utilize LOTO or fall protection. Per video & eyewitness, ee was working on electromagnet above conveyor belt #2. Ee stepped on the belt for the electromagnet that turns on every 15 min for a few revolutions. The belt energized around the time ee stepped on it & the belt swept ee off the top of the electromagnet. Ee fell aprox. 20-25 ft striking head & other body parts.",71,"Ee did not utilize LOTO or fall protection. Per video & eyewitness, ee was working on electromagnet above conveyor belt #2. Ee stepped on the belt for the electromagnet that turns on every 15 min for a few revolutions. The belt energized around the time ee stepped on it & the belt swept ee off the top of the electromagnet. Ee fell aprox. 20-25 ft striking head & other body parts.",False,,,,train_candidate
msha_002148,msha,no_injury_event,00,ACCIDENT ONLY,2020-09-05,2020,2400839,C,"STRIP, QUARY, OPEN PIT",ELECTRICAL,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Due to high winds and extremely dry range conditions, a broken insulator and associated wind slap arc on the West Decker main feed 345Kv power line initiated an approximately 500 acre grass fire. Decker Mine personnel along with local fire fighting resources brought the fire under control at 5:30 PM.",50,"Due to high winds and extremely dry range conditions, a broken insulator and associated wind slap arc on the West Decker main feed 345Kv power line initiated an approximately 500 acre grass fire. Decker Mine personnel along with local fire fighting resources brought the fire under control at 5:30 PM.",False,,,,train_candidate
msha_002158,msha,no_injury_event,00,ACCIDENT ONLY,2026-02-20,2026,3300134,M,MILL OPERATION/PREPARATION PLANT,ELECTRICAL,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Air switch failure for concrete plant that has property on ours which was on a pole that was on mine property. Power was turned off to the plant and the fire department put the fire out. NO team members were near the pole when it caught on fire.,48,Air switch failure for concrete plant that has property on ours which was on a pole that was on mine property. Power was turned off to the plant and the fire department put the fire out. NO team members were near the pole when it caught on fire.,False,,,,train_candidate
msha_002169,msha,fatal,01,FATALITY,2024-08-22,2024,3608942,M,"STRIP, QUARY, OPEN PIT",OTHER,Drowning,Unknown,WATER,"SUFFOC,SMOK INHILAT,DROWN",BODY SYSTEMS,,1,NO VALUE FOUND,False,0,[],True,True,A contractor was found in a shallow pool of water at the base of a highwall.,16,A contractor was found in a shallow pool of water at the base of a highwall.,False,,,,train_candidate
msha_002170,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2023-01-04,2023,4001427,M,MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,Struck by falling object,Machine maintenance,"METAL,NEC(PIPE,WIRE,NAIL)",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,71,1,NO VALUE FOUND,False,0,[],True,False,Employee was in the process of reinstalling a roller frame on a dozer. As the employee was sliding the frame back on the dozer a bogie slid and fell onto the employee's left hand.,34,Employee was in the process of reinstalling a roller frame on a dozer. As the employee was sliding the frame back on the dozer a bogie slid and fell onto the employee's left hand.,False,,,,train_candidate
msha_002175,msha,no_injury_event,00,ACCIDENT ONLY,2022-04-02,2022,4102885,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Conveyor, Belt feeder, Stage loader, Hopper shaker, Belt structure",False,0,[],False,False,A locking nut on the screw on coal mill 1 backed out allowing the shaft to float and to rub on the housing. This allowed coke to pass through the gap which was now being heated by friction. This caused the coke to smolder.,44,A locking nut on the screw on coal mill 1 backed out allowing the shaft to float and to rub on the housing. This allowed coke to pass through the gap which was now being heated by friction. This caused the coke to smolder.,False,,,,train_candidate
